x y vx vy mass charge
-1.503 -48.3933 -0.000150767 -0.00225377 1 0.01
-7.95745 -47.3112 -0.000140041 -0.00258691 1 0.01
-10.335 -36.1103 -0.00033418 -0.00180865 1 0.01
-23.5298 -47.8291 -0.000804233 -0.00241596 1 0.01
-13.4916 -46.6144 -0.000118096 -0.00296339 1 0.01
-21.3191 -42.6672 -0.000287419 -0.00248399 1 0.01
-2.96909 -52.8619 -7.05755e-05 -0.00259955 1 0.01
-19.8526 -42.2405 -0.00110028 -0.0023048 1 0.01
-25.1437 -41.9844 -0.00080797 -0.00231866 1 0.01
-8.3135 -41.09 -0.000350891 -0.0023182 1 0.01
-9.88709 -45.3445 -0.000298095 -0.00221706 1 0.01
0.21257 -47.1838 0.000238255 -0.00239911 1 0.01
-4.91664 -38.7751 -0.000288526 -0.00208138 1 0.01
-16.134 -50.5182 -0.000487378 -0.00317142 1 0.01
-9.22878 -40.6397 -0.000597601 -0.00228382 1 0.01
36.5677 -37.3538 0.00197024 -0.00148807 1 0.01
3.16537 -49.5846 0.000171012 -0.0028889 1 0.01
-10.0933 -41.2118 -0.000495336 -0.00256039 1 0.01
11.5886 -43.4336 0.000798509 -0.00216876 1 0.01
-17.0919 -50.0252 -0.000203776 -0.00274383 1 0.01
-17.0588 -51.1267 -0.000440049 -0.00252822 1 0.01
-0.326977 -40.9704 0.000244328 -0.00244281 1 0.01
5.39067 -44.602 0.000583979 -0.00194274 1 0.01
22.5734 -41.859 0.000554324 -0.00184835 1 0.01
14.9614 -47.7897 0.000938173 -0.00196511 1 0.01
9.21571 -46.3179 0.000128624 -0.00251276 1 0.01
-2.69437 -44.8048 0.000334037 -0.00229715 1 0.01
-11.6096 -47.558 -0.000242854 -0.00281051 1 0.01
-3.7563 -54.6121 -0.000269093 -0.00305679 1 0.01
12.404 -49.7064 0.000486635 -0.00207429 1 0.01
-16.3349 -42.0529 -0.000601725 -0.00275093 1 0.01
15.0213 -41.9884 0.000981294 -0.00187213 1 0.01
0.304555 -48.2363 2.03317e-05 -0.00207704 1 0.01
8.49338 -47.9865 0.000486094 -0.00235164 1 0.01
-2.17143 -40.0951 -2.61181e-05 -0.00219477 1 0.01
13.6404 -52.3314 0.000180396 -0.00219839 1 0.01
-8.57962 -52.2003 1.78723e-05 -0.00304733 1 0.01
-3.06104 -51.7661 -0.000170634 -0.00270582 1 0.01
2.30905 -50.2029 0.000376919 -0.00251444 1 0.01
3.46071 -52.8612 0.000476615 -0.00222691 1 0.01
8.85461 -51.1939 0.000258809 -0.00244249 1 0.01
18.9897 -43.537 0.000860168 -0.00232781 1 0.01
29.3191 -44.1973 0.00173515 -0.00168339 1 0.01
20.6217 -42.2258 0.00124558 -0.00233053 1 0.01
18.3351 -45.2173 0.00138787 -0.00233358 1 0.01
24.5212 -47.4657 0.00113031 -0.00192942 1 0.01
29.316 -45.3033 0.00113119 -0.00188577 1 0.01
16.0572 -36.6406 0.000775815 -0.00157157 1 0.01
41.6659 -30.6441 0.00161548 -0.0012137 1 0.01
27.464 -40.9214 0.00154946 -0.0018828 1 0.01
28.3866 -41.4507 0.00183703 -0.00197689 1 0.01
16.6391 -40.7456 0.000644714 -0.00207503 1 0.01
27.4605 -39.8473 0.00131373 -0.00185338 1 0.01
21.3743 -46.3623 0.00125435 -0.00205428 1 0.01
40.6775 -30.1584 0.00193751 -0.00136441 1 0.01
7.25247 -53.6118 0.000399303 -0.00212009 1 0.01
38.6545 -28.1443 0.00162248 -0.00152161 1 0.01
23.6249 -42.0888 0.00122368 -0.00154576 1 0.01
36.492 -36.2697 0.00174184 -0.00143001 1 0.01
31.0389 -37.5889 0.00144559 -0.00203091 1 0.01
41.9148 -32.7869 0.00169319 -0.00143127 1 0.01
31.6012 -30.6527 0.00178749 -0.00102959 1 0.01
33.1767 -27.4299 0.00158075 -0.00130466 1 0.01
33.3184 -29.5115 0.00150824 -0.00113857 1 0.01
44.3566 -28.9144 0.00233144 -0.00127405 1 0.01
30.41 -26.044 0.00146791 -0.000807087 1 0.01
38.0318 -31.898 0.00172141 -0.000968869 1 0.01
-33.7113 -28.0707 -0.00158007 -0.00132148 1 0.01
-28.0694 -31.7066 -0.0012289 -0.00172445 1 0.01
-31.2214 -25.2922 -0.00167453 -0.00123201 1 0.01
-34.0102 -35.9798 -0.00149437 -0.00180642 1 0.01
-41.0815 -26.5139 -0.00227787 -0.00080457 1 0.01
-15.2618 -48.8369 -0.000585983 -0.00296039 1 0.01
-32.196 -35.7998 -0.00137101 -0.00151969 1 0.01
-35.284 -31.3303 -0.0016358 -0.00183645 1 0.01
-38.7986 -33.7529 -0.00186389 -0.00177477 1 0.01
-40.5924 -36.0557 -0.0011691 -0.00169314 1 0.01
-2.53216 -46.8906 5.61655e-05 -0.00251017 1 0.01
-29.9213 -30.8468 -0.0014232 -0.00173683 1 0.01
-16.2808 -46.2227 -0.000774033 -0.00265052 1 0.01
-31.0492 -38.3512 -0.00056018 -0.00195076 1 0.01
-32.3761 -33.6988 -0.00188811 -0.00175454 1 0.01
-39.762 -33.3013 -0.00214206 -0.00161464 1 0.01
-20.4816 -36.1041 -0.00115602 -0.00186978 1 0.01
-17.3534 -39.4924 -0.000407816 -0.00238875 1 0.01
-40.5205 -37.15 -0.00177957 -0.00150401 1 0.01
-11.4488 -50.765 -0.000262056 -0.00280707 1 0.01
-18.9929 -49.0306 -0.000905528 -0.00271148 1 0.01
-14.2627 -50.4018 -0.000517245 -0.00253031 1 0.01
-4.89567 -51.9151 -0.000436314 -0.00217441 1 0.01
-14.21 -51.4966 -0.000543359 -0.00317978 1 0.01
-23.5288 -40.6716 -0.000914077 -0.00167364 1 0.01
-12.5055 -48.1433 -0.000484889 -0.00290571 1 0.01
-20.9392 -49.0921 -0.00103831 -0.00318586 1 0.01
-7.57638 -38.4677 -0.000363235 -0.00223284 1 0.01
-2.44973 -47.942 -0.00041402 -0.00222826 1 0.01
-12.6324 -44.9945 -0.000493961 -0.00253202 1 0.01
-21.1506 -43.7178 -0.000719977 -0.00234993 1 0.01
-10.866 -43.8454 -0.000484979 -0.00234155 1 0.01
-25.9867 -42.6258 -0.000785113 -0.00176535 1 0.01
-3.40629 -35.5757 -7.12095e-05 -0.00175544 1 0.01
7.13487 -52.4831 0.000531897 -0.00219357 1 0.01
-4.82233 -53.0175 7.46784e-05 -0.00229559 1 0.01
-9.9914 -43.2702 -0.00028703 -0.00223564 1 0.01
-20.1237 -44.2161 -0.000781815 -0.00228024 1 0.01
-13.3571 -49.8017 -0.000483329 -0.00265061 1 0.01
2.11037 -48.0751 0.000203883 -0.00221168 1 0.01
-4.33523 -47.037 7.00636e-05 -0.00191308 1 0.01
-16.2113 -48.3486 -0.000487028 -0.00271759 1 0.01
-7.14691 -45.6753 -3.65327e-05 -0.00257055 1 0.01
0.121011 -46.1374 1.03825e-05 -0.00229743 1 0.01
2.2092 -49.1342 -5.01375e-05 -0.00274335 1 0.01
-29.2426 -38.1556 -0.000806555 -0.00154269 1 0.01
10.4388 -48.8484 0.000662858 -0.00197649 1 0.01
-38.7349 -34.8207 -0.00169275 -0.00147204 1 0.01
9.58735 -49.4803 0.000330493 -0.00207498 1 0.01
-5.85321 -51.4411 -0.000317606 -0.00264236 1 0.01
-22.9027 -44.9551 -5.56754e-05 -0.00225229 1 0.01
-5.92786 -50.3613 -0.000109401 -0.00272248 1 0.01
14.0521 -41.5846 0.000983424 -0.00227025 1 0.01
0.784263 -43.4644 1.86892e-05 -0.00217641 1 0.01
17.9881 -43.1588 0.00109188 -0.00251556 1 0.01
0.0304275 -45.0963 -7.21388e-05 -0.00187 1 0.01
-3.9292 -40.2397 -0.000318861 -0.00216678 1 0.01
-5.69026 -40.3794 -0.000463902 -0.00229397 1 0.01
24.6821 -41.5017 0.00129428 -0.00213196 1 0.01
18.5037 -46.259 0.0010214 -0.00195816 1 0.01
8.73394 -50.1134 0.000613896 -0.00225805 1 0.01
5.30023 -52.6712 0.000274793 -0.00230377 1 0.01
9.8357 -51.6407 0.000388981 -0.00205234 1 0.01
4.12372 -50.0354 0.000469363 -0.00254352 1 0.01
7.06259 -43.3919 0.000454289 -0.00178126 1 0.01
19.8588 -48.7814 0.000784825 -0.00214284 1 0.01
39.0909 -33.4555 0.00186304 -0.00159117 1 0.01
12.9807 -46.959 0.000593064 -0.00203305 1 0.01
14.2522 -49.4928 0.000851796 -0.00187513 1 0.01
3.9152 -47.9084 1.12981e-05 -0.00245695 1 0.01
2.50376 -52.3844 0.000221254 -0.00243856 1 0.01
11.676 -51.4339 0.000307366 -0.00252562 1 0.01
11.0243 -46.1217 0.000625938 -0.00213349 1 0.01
-3.93671 -52.3904 -0.00022155 -0.0021721 1 0.01
11.8221 -52.5464 0.000657785 -0.00241565 1 0.01
18.1624 -44.185 0.000760419 -0.0023996 1 0.01
13.9681 -47.375 0.000825339 -0.00260581 1 0.01
-13.3043 -50.8834 0.000333351 -0.00315425 1 0.01
25.5868 -43.0449 0.00137209 -0.00183507 1 0.01
8.9675 -44.2406 0.000525336 -0.00186385 1 0.01
16.9772 -37.046 0.00111897 -0.00181998 1 0.01
23.2242 -46.0506 0.001297 -0.00204242 1 0.01
30.6814 -30.1769 0.000976088 -0.0014779 1 0.01
17.4355 -40.1237 0.000958811 -0.0016012 1 0.01
20.8359 -43.2329 0.000854454 -0.00189647 1 0.01
25.6553 -37.7399 0.00159488 -0.00162216 1 0.01
33.5762 -33.7253 0.0015137 -0.00141852 1 0.01
32.3233 -28.0013 0.00157561 -0.000831005 1 0.01
32.6457 -33.2388 0.00172381 -0.00134392 1 0.01
24.7489 -36.1703 0.00119601 -0.00178591 1 0.01
36.6529 -38.4542 0.00207167 -0.00174502 1 0.01
28.3628 -39.2902 0.00182652 -0.00159207 1 0.01
33.0135 -40.7875 0.00169743 -0.00140446 1 0.01
21.0121 -44.2645 0.00124087 -0.00221147 1 0.01
32.5242 -31.1304 0.0019949 -0.00174721 1 0.01
25.6403 -44.0979 0.00181802 -0.00181938 1 0.01
33.2488 -28.4687 0.00163418 -0.000969629 1 0.01
43.3377 -28.4079 0.00227314 -0.00145601 1 0.01
14.5208 -51.6638 0.000769439 -0.00198951 1 0.01
42.4303 -18.9402 0.00232437 -0.00113798 1 0.01
-20.0222 -33.3754 -0.00129498 -0.00173754 1 0.01
-28.6823 -23.5474 -0.00158359 -0.00141627 1 0.01
-46.1349 -13.6393 -0.00256287 -0.00069527 1 0.01
-20.9288 -32.9786 -0.00120386 -0.00157288 1 0.01
-26.7305 -36.2849 -0.00101778 -0.00185269 1 0.01
-48.7143 -23.8449 -0.0029008 -0.00129601 1 0.01
-23.0277 -43.8923 -0.000169975 -0.0021844 1 0.01
-18.046 -49.5294 -0.000660991 -0.0031263 1 0.01
-21.1638 -37.7281 -0.000809924 -0.00183587 1 0.01
-36.7303 -36.7817 -0.00131881 -0.00180812 1 0.01
-8.77652 -48.9619 -8.37173e-05 -0.00259055 1 0.01
-9.6029 -50.6349 -0.000438751 -0.00244323 1 0.01
-41.0266 -27.5636 -0.00262537 -0.00130797 1 0.01
-36.8052 -35.7132 -0.00179848 -0.00200739 1 0.01
-23.5577 -32.7868 -0.000654099 -0.00183171 1 0.01
-18.0714 -48.4384 -0.000492588 -0.00296739 1 0.01
-32.6881 -40.6922 -0.00100517 -0.00228318 1 0.01
-25.901 -35.6666 -0.00105639 -0.00179316 1 0.01
-39.5234 -37.6144 -0.00112631 -0.00139038 1 0.01
-42.6295 -33.0639 -0.00212807 -0.00136925 1 0.01
-11.8801 -41.3227 -0.00033311 -0.00282611 1 0.01
-21.0317 -44.7766 -0.000648367 -0.00242434 1 0.01
-10.283 -37.1297 -0.000688922 -0.00219421 1 0.01
-11.5051 -49.6847 3.37301e-05 -0.00240853 1 0.01
-39.8921 -31.1805 -0.00185284 -0.00141874 1 0.01
-27.6012 -45.0058 -0.000427074 -0.00216475 1 0.01
-13.6314 -42.4503 -0.00067404 -0.00287837 1 0.01
1.25568 -48.6849 0.000637167 -0.00180317 1 0.01
-21.7636 -47.5422 -0.000583156 -0.00259523 1 0.01
-19.1953 -43.6857 -0.000500725 -0.00266566 1 0.01
-8.64836 -51.1083 -0.000382289 -0.00248948 1 0.01
-9.66336 -49.5598 -0.000205084 -0.00245497 1 0.01
-11.702 -45.4611 -0.000579486 -0.00259371 1 0.01
-13.6717 -41.4188 -0.00075074 -0.00252531 1 0.01
-6.66858 -38.9122 -0.000388466 -0.00212598 1 0.01
-9.49771 -35.5376 -0.000313256 -0.0022782 1 0.01
-8.25651 -42.117 -0.000473485 -0.00239237 1 0.01
-14.5479 -41.9768 -0.000514199 -0.00278724 1 0.01
-14.3949 -47.1903 -0.000465813 -0.00272075 1 0.01
-24.9611 -36.0866 -0.00066108 -0.00166807 1 0.01
7.64492 -48.6092 0.000323472 -0.00208717 1 0.01
-11.7462 -44.4201 -0.000272397 -0.00238278 1 0.01
-13.7915 -38.3615 2.42721e-05 -0.00289125 1 0.01
0.789388 -53.6917 0.000298021 -0.00251187 1 0.01
13.3949 -50.1371 0.00078222 -0.0020075 1 0.01
-8.51197 -53.3256 -0.000149246 -0.00253217 1 0.01
0.970997 -45.5372 -4.6908e-05 -0.00217636 1 0.01
7.29454 -45.4625 0.000182848 -0.00195725 1 0.01
-12.6717 -43.9548 -0.000555577 -0.00254101 1 0.01
