x y vx vy mass charge
-9.2176 -7.0668 -0.00427697 -0.00297541 1 0.02
-8.70648 -9.79027 -0.00204218 -0.000913931 1 0.02
-7.08499 -3.45026 0.00267395 0.00203119 1 0.02
-3.96361 -8.83378 0.00231594 -0.00620349 1 0.02
-5.53827 -9.75116 -0.00295688 0.000217984 1 0.02
-5.02038 -10.657 -0.0016897 -0.00226965 1 0.02
0.215768 -10.6348 -0.00140482 -0.00287034 1 0.02
-0.306081 -9.72993 -0.000896565 -0.00153177 1 0.02
2.34934 -16.1812 0.000891905 0.0017687 1 0.02
1.27329 -14.3044 0.00517168 -0.00257741 1 0.02
3.38787 -14.3181 -0.00494239 -0.00161447 1 0.02
6.11934 -17.2413 -0.000212484 0.00570416 1 0.02
4.91421 -7.93927 -0.00670264 0.00278003 1 0.02
5.43307 -7.04012 0.0030406 0.000631557 1 0.02
7.553 -8.86843 0.00403822 -0.00158185 1 0.02
4.92884 -9.75047 -0.000429477 -0.000570294 1 0.02
8.59047 -7.06682 -0.00574472 0.00732288 1 0.02
9.13225 -7.97941 -0.00180321 -0.00574106 1 0.02
13.4887 -9.9069 0.00014492 0.00148875 1 0.02
11.868 -12.7216 -0.00114953 0.00349516 1 0.02
15.0029 -1.6825 -0.00194926 -0.000749183 1 0.02
-16.8357 -1.67496 -0.00137503 -0.002061 1 0.02
-13.5676 -10.843 -5.84812e-05 0.00262911 1 0.02
-11.3749 -8.92647 -8.75553e-07 -0.00232824 1 0.02
-12.9587 -6.19688 -0.0022257 -0.00339323 1 0.02
-9.23038 -8.88646 0.0055439 -0.00128423 1 0.02
-6.05867 -8.8485 -0.000600373 0.00258849 1 0.02
-3.45174 -11.56 -8.03419e-05 -0.00269934 1 0.02
-9.75538 -7.98101 2.76953e-05 -0.00168565 1 0.02
-4.50587 -11.5675 0.000345007 0.00401126 1 0.02
-2.96993 -16.1827 -0.00434821 -0.00512201 1 0.02
-1.35478 -11.5487 -0.0019095 0.00438511 1 0.02
-1.87226 -8.82553 -0.00447393 -0.00239112 1 0.02
-1.8774 -10.6405 0.00321384 -0.00581413 1 0.02
-1.86563 -7.02353 -0.00321074 -0.00459629 1 0.02
2.38327 -18.1151 -0.00359991 0.00251504 1 0.02
2.85124 -13.39 0.000675432 0.00112241 1 0.02
1.7834 -9.73327 -0.00136782 -0.00128321 1 0.02
6.4974 -8.85567 -0.00514555 0.00939239 1 0.02
1.79524 -13.3798 -0.000508814 -0.000401263 1 0.02
5.4588 -10.664 -0.00480395 -0.000846076 1 0.02
8.09169 -9.78584 -0.00386496 0.00316458 1 0.02
11.2767 -8.01163 -0.00321992 0.00247166 1 0.02
10.7492 -8.91951 0.00102586 0.000828588 1 0.02
12.4205 -11.7761 -0.00193294 -0.000979074 1 0.02
13.9264 -3.47713 -3.65037e-05 0.00143394 1 0.02
-14.119 -9.90235 0.00183722 -0.00181019 1 0.02
-15.1526 -4.40335 0.000580596 0.00216652 1 0.02
-11.9265 -9.86192 0.00287406 -0.000613809 1 0.02
-15.1369 -0.769005 0.00288655 -0.00114507 1 0.02
-11.8975 -8.00983 -0.00157278 -0.00219731 1 0.02
-10.8047 -6.17754 -0.00118421 0.00457885 1 0.02
-8.168 -8.87233 0.00176876 0.00496144 1 0.02
-6.5786 -7.94543 0.00250352 -0.00359702 1 0.02
-4.48256 -7.93493 -0.00247528 0.00205134 1 0.02
-7.09055 -5.24467 0.00272159 -0.00264456 1 0.02
-2.39337 -7.92485 -0.00263415 -0.00200352 1 0.02
-1.35232 -9.72928 -0.00310575 -0.00326242 1 0.02
-1.35106 -7.92176 0.00124573 0.00224188 1 0.02
-0.831246 -8.8265 -0.00247513 0.00427317 1 0.02
1.26605 -12.46 0.00634868 0.000299959 1 0.02
1.79135 -11.5475 -0.00321439 0.000166882 1 0.02
2.84118 -11.5554 -0.00131565 0.003002 1 0.02
4.42702 -12.4847 0.000332818 9.52808e-05 1 0.02
5.47857 -12.4993 -0.00140789 -0.00267702 1 0.02
2.30312 -8.82929 0.000735363 0.00445322 1 0.02
6.47792 -7.04821 -0.00405032 0.00146146 1 0.02
10.1983 -7.9967 0.00241769 0.00656623 1 0.02
10.7224 -7.09656 0.00242804 0.00515268 1 0.02
11.832 -8.93923 -0.00376746 0.00447351 1 0.02
13.9805 -7.13186 -0.000158514 0.00106067 1 0.02
-12.4515 -8.93911 0.00081784 0.000102799 1 0.02
-12.4253 -7.10335 0.000738123 0.000388553 1 0.02
-10.2584 -3.4616 0.00352087 -0.00535635 1 0.02
-10.2991 -8.90163 -0.00198603 2.67879e-05 1 0.02
-8.67456 -6.15795 0.00547348 0.000825898 1 0.02
-6.04172 -5.24033 -0.0012878 0.000288827 1 0.02
-7.62225 -6.14935 0.00402781 -0.000576881 1 0.02
-8.15583 -7.05794 0.000527871 -0.00258574 1 0.02
-4.47334 -6.13374 0.000130387 0.00135708 1 0.02
-4.99981 -7.03169 0.00171932 -0.0011455 1 0.02
-3.44264 -9.73884 0.00601312 0.00159064 1 0.02
-4.49155 -9.74594 -0.0013371 0.00505436 1 0.02
0.736794 -6.1235 0.00107556 -0.00325326 1 0.02
0.735718 -7.9235 -0.00214036 0.00220013 1 0.02
2.83162 -9.73746 0.00106388 0.00075215 1 0.02
2.8165 -6.12793 -0.00303297 0.000499597 1 0.02
3.89 -11.5641 -0.00204102 0.00238995 1 0.02
5.4501 -8.84697 0.00348781 -0.00123483 1 0.02
4.90608 -6.13621 0.00263384 -0.00419418 1 0.02
3.36016 -10.6452 -0.000763784 0.00125479 1 0.02
7.00242 -6.14863 0.00723472 0.00159752 1 0.02
9.65436 -7.0771 0.00328625 0.00656079 1 0.02
12.3908 -9.8786 -0.00126371 0.000330136 1 0.02
14.5153 -6.21272 -0.000863047 0.000946161 1 0.02
12.8834 -7.11702 -0.00372093 -0.00247454 1 0.02
-7.1993 -14.3996 -0.00508903 0.00113101 1 0.02
-12.944 -2.57232 0.00349753 0.00211297 1 0.02
-12.4103 -5.28466 9.42325e-05 -0.00103652 1 0.02
-8.66773 -4.35597 0.000221375 -0.00487174 1 0.02
-11.3355 -5.27438 -0.00274568 4.82201e-05 1 0.02
-7.61381 -4.34713 0.00179918 0.000996833 1 0.02
-6.57119 -6.14126 -0.00122321 -0.00320504 1 0.02
-7.10255 -7.04792 0.00395849 -0.000900361 1 0.02
-4.47007 -4.34131 0.00465431 0.00365473 1 0.02
-2.387 -6.12671 0.00016883 0.0033752 1 0.02
-3.95432 -7.03155 0.00358461 5.30016e-05 1 0.02
-2.91613 -8.82913 0.00308935 -0.000319491 1 0.02
2.30961 -10.6421 -0.00181358 0.00232018 1 0.02
-2.90969 -7.02935 0.000929116 3.18735e-05 1 0.02
1.25632 -8.82682 -9.3778e-05 -0.00107985 1 0.02
1.25697 -7.02437 0.000116719 -0.00498346 1 0.02
1.77999 -7.92738 0.000139415 -0.00218067 1 0.02
3.8523 -4.33854 0.000627973 0.00319549 1 0.02
3.34292 -7.02882 0.00201311 0.00205872 1 0.02
10.1757 -6.17973 -0.000400554 -0.0015397 1 0.02
3.86578 -7.93406 -0.000412391 0.00337997 1 0.02
11.3051 -9.85093 0.00227519 -0.00218893 1 0.02
12.3576 -8.02815 0.00072657 -0.000495928 1 0.02
12.302 -4.38504 0.00252966 -0.00250545 1 0.02
14.4895 -4.37853 0.0012891 0.00109286 1 0.02
-14.6648 -8.96157 6.12393e-05 -0.00590934 1 0.02
-16.2465 -0.767924 -0.00420022 0.00099239 1 0.02
-10.7877 -2.56256 -0.00135707 -0.00140123 1 0.02
-10.7961 -4.36655 -0.00501275 0.00150607 1 0.02
-6.55872 -2.55418 0.00207304 0.000943 1 0.02
-7.60823 -2.55535 0.00453618 -0.00346441 1 0.02
-7.08134 -1.65651 -0.00143001 -0.00466455 1 0.02
-6.04816 -7.03749 -0.00531671 0.00490041 1 0.02
-3.94846 -5.23511 0.00288443 0.000792949 1 0.02
-2.90995 -3.43854 -0.000874114 -0.0029556 1 0.02
-3.42879 -6.13039 -0.0030261 -0.00295049 1 0.02
-3.43634 -7.93072 0.00361575 0.000250341 1 0.02
0.738776 -9.72781 0.00199299 0.0042406 1 0.02
1.25274 -5.22914 0.000918236 -0.000718448 1 0.02
1.77781 -6.12346 -0.00201778 -0.00157378 1 0.02
2.28983 -1.65145 -0.00262687 0.00153735 1 0.02
2.29816 -7.02386 0.0055152 0.00219783 1 0.02
4.38662 -7.03586 -0.0049373 0.00171728 1 0.02
4.37882 -5.23433 -0.00119902 0.000545991 1 0.02
6.47031 -5.24375 -0.00122998 -0.00263871 1 0.02
11.778 -5.28896 -0.000628877 0.000997447 1 0.02
8.57608 -5.25932 0.00318198 0.000400745 1 0.02
12.8161 -1.67565 0.00228278 0.00197409 1 0.02
16.1813 -3.4876 0.00244228 0.00202221 1 0.02
14.5707 -8.05262 -6.41273e-05 -0.00341715 1 0.02
-16.281 1.07021 0.00218153 0.00142587 1 0.02
-13.4988 -5.29483 -0.00102591 0.000901753 1 0.02
-14.0465 -4.39479 0.00153246 -0.0013701 1 0.02
-11.8764 -6.18726 0.00125162 -0.00084572 1 0.02
-8.66431 -2.55881 0.000507959 0.000145877 1 0.02
-9.71983 -0.766296 0.00243549 0.00176707 1 0.02
-4.46914 -2.54357 -0.0018026 -0.00170352 1 0.02
-4.46857 -0.758291 0.00464085 0.00532452 1 0.02
-1.34838 -2.54161 -0.00310722 0.00168324 1 0.02
-2.90758 -5.231 0.00407095 0.00229459 1 0.02
-1.34628 -6.12381 0.00172765 0.00574267 1 0.02
-0.82467 -5.22488 -0.0022976 0.00123428 1 0.02
-1.86703 -5.23008 0.00217465 -0.00647501 1 0.02
-2.38717 -2.54519 -0.00222472 -0.000244534 1 0.02
0.212659 -8.82382 -0.00180599 0.000503382 1 0.02
2.81112 -4.33256 1.503e-05 0.00652932 1 0.02
3.33603 -5.23159 0.000397233 0.000810032 1 0.02
4.89537 -4.34231 0.000589921 0.00322606 1 0.02
3.34994 -8.83058 0.000746281 0.00152667 1 0.02
5.9537 -6.14229 -0.00339249 -0.00367343 1 0.02
11.2273 -4.38145 0.00223813 -0.00033693 1 0.02
10.7019 -5.28002 -0.000740542 -0.00267759 1 0.02
11.2453 -6.19203 0.0037228 0.000433539 1 0.02
9.60466 0.130746 0.000101587 0.000486976 1 0.02
12.8563 -5.29358 0.0025165 0.00286035 1 0.02
-14.584 -1.6692 -0.00184344 -0.00286703 1 0.02
-15.1355 -2.582 0.00561499 0.000460851 1 0.02
-10.2515 -1.66552 0.00321737 -0.00262407 1 0.02
-8.655 -0.763662 0.00195553 -0.00601074 1 0.02
-9.18917 -1.66197 0.000843861 0.00363066 1 0.02
-8.13506 -1.6584 -0.000719863 -0.00487181 1 0.02
-5.51531 -4.34231 -0.00103652 0.00105541 1 0.02
-6.56041 -4.34245 -0.00084535 0.00316102 1 0.02
-5.52335 -6.13479 0.000971393 0.000217142 1 0.02
-2.90615 -1.65015 -0.00284632 -0.000672113 1 0.02
-3.42613 -4.33674 0.00221877 -0.00367347 1 0.02
-4.99354 -5.23972 -0.00108929 -0.00078561 1 0.02
1.76808 -2.54279 -0.00367221 -0.00258964 1 0.02
-0.308103 -7.92051 0.00207532 -0.00317033 1 0.02
-0.304901 -6.12102 -0.000144178 0.00237699 1 0.02
2.81016 -2.54544 0.00198873 -0.00477977 1 0.02
3.86126 -6.13243 -0.00158583 -0.00248439 1 0.02
3.32943 -1.65218 0.00371777 0.000915303 1 0.02
6.99286 -4.34827 -0.000205683 0.00128831 1 0.02
5.4145 -3.44692 -0.000966407 0.00290297 1 0.02
10.1467 -2.56697 -0.00170945 -0.00311266 1 0.02
13.3651 -2.57893 -0.00146959 0.00201666 1 0.02
11.7523 -3.47688 0.00498087 -0.00547808 1 0.02
15.0408 -5.29272 0.00494599 -0.00161825 1 0.02
12.3285 -6.20003 -0.000689591 -0.00155553 1 0.02
-16.8392 0.13509 -0.00302934 -0.0033422 1 0.02
-13.4876 -3.4807 -0.00136113 0.000553189 1 0.02
-12.4 -1.66468 0.000253326 0.0038176 1 0.02
-11.3268 -3.4643 -0.00203432 -7.43813e-05 1 0.02
-10.7869 -0.767257 -0.000684888 -0.00245119 1 0.02
-11.3203 -1.6652 -0.00263197 0.00127568 1 0.02
-6.03267 -3.44576 0.00163816 -0.0108392 1 0.02
-1.86601 -1.64854 0.00222163 0.000555278 1 0.02
-3.94875 -3.44154 -0.00305931 -0.00219816 1 0.02
-3.43049 -0.758022 -0.0044855 0.00252004 1 0.02
-3.94486 -1.65172 -0.00257531 -0.00193942 1 0.02
-1.86731 -3.43792 -0.00386064 0.000772158 1 0.02
0.214799 -5.22449 -0.00493411 -0.0011065 1 0.02
1.24907 -3.43523 0.00370669 0.000605284 1 0.02
1.77113 -4.33175 0.000580161 -0.00207811 1 0.02
4.36901 -1.65244 0.00127553 -0.00399579 1 0.02
4.88711 -0.75953 0.00246417 -0.000721445 1 0.02
3.32915 -3.43891 0.000469314 -0.00268859 1 0.02
6.98466 -2.55401 0.00344681 -0.001706 1 0.02
8.04511 -4.35454 0.000908627 0.000187146 1 0.02
9.11168 -6.16622 -0.00300696 0.00266047 1 0.02
10.684 -3.47313 -0.00229368 -0.000385408 1 0.02
15.0175 1.93242 0.00213501 -0.000163143 1 0.02
15.1108 -7.11861 -0.00132418 0.0026895 1 0.02
13.904 -1.67873 -0.00237015 -0.00320104 1 0.02
-15.2172 -8.01389 -0.00128842 0.000603754 1 0.02
-14.0815 -8.0407 -0.00318231 0.00255721 1 0.02
-14.6048 -7.12314 -0.00157614 0.00182083 1 0.02
-10.279 -7.07788 -0.00623757 -0.000967904 1 0.02
-9.72194 -2.56075 -0.00425702 0.00262917 1 0.02
-7.60481 -0.761972 -0.00439872 -0.00217457 1 0.02
-4.9912 -3.44521 -0.00196025 0.000376173 1 0.02
-5.50957 -2.54883 0.00260387 0.00377493 1 0.02
-0.82811 -3.4354 0.00169621 0.00178385 1 0.02
1.76735 -0.756874 0.00608703 -0.00177962 1 0.02
-1.34508 -4.33242 0.00265376 0.00561558 1 0.02
1.24884 -1.651 -0.000230968 -0.000699461 1 0.02
-2.38486 -4.33326 -0.00226077 -0.00259955 1 0.02
0.734278 -4.33109 0.00151564 0.00397436 1 0.02
2.28769 -3.43599 0.00201199 0.000382297 1 0.02
2.80765 -0.757394 0.00508259 0.000515022 1 0.02
5.42296 -5.23881 -6.32501e-05 -0.00149876 1 0.02
8.05525 -6.15828 -0.00436085 -0.0049888 1 0.02
9.09966 -4.36242 -0.0019759 0.00173246 1 0.02
11.2024 -0.76909 -0.00238685 0.00362811 1 0.02
11.733 0.133586 -0.000836447 0.000629052 1 0.02
10.6695 0.133238 -0.00285587 0.00199818 1 0.02
12.8308 -3.48005 0.00274096 0.00486321 1 0.02
16.1433 0.0802595 0.00240513 0.00322794 1 0.02
14.4706 -2.58435 0.00408477 -0.000448307 1 0.02
-14.0356 4.65208 0.00506729 -0.00180569 1 0.02
-11.8682 -4.37039 -0.000708068 -0.00400039 1 0.02
-14.0284 1.04342 -0.00134449 0.0024039 1 0.02
-12.4035 -3.47399 -0.0023173 0.00216118 1 0.02
-8.12834 0.135976 -0.00646952 -0.000711273 1 0.02
-9.18723 0.130036 0.00480104 0.000627415 1 0.02
-9.18723 1.92685 3.48058e-05 -5.82457e-05 1 0.02
-3.42851 -2.54497 0.00147687 0.0006554 1 0.02
-0.306882 -0.754265 -0.00384597 -0.000115555 1 0.02
2.80433 1.03051 0.00503158 0.00288511 1 0.02
0.212079 -3.43532 0.00529916 0.000519402 1 0.02
3.84397 1.02968 -0.00162958 -0.0010622 1 0.02
3.852 -2.54593 -0.00186874 0.00198848 1 0.02
2.29349 -5.22817 0.00435505 0.0029941 1 0.02
-0.303851 -4.33106 -0.00266082 0.000242569 1 0.02
5.40645 0.133129 -0.000197379 -0.000117687 1 0.02
4.37111 -3.44506 0.000504889 0.00146051 1 0.02
2.82165 -7.92538 0.000385725 0.00107718 1 0.02
9.63475 -5.2699 0.00316439 0.00504198 1 0.02
10.6755 -1.66565 -0.000264619 -0.00467069 1 0.02
10.1382 -0.766159 0.00263506 -0.00162004 1 0.02
10.1607 -4.37076 0.00211581 0.00128434 1 0.02
11.2107 -2.57058 -0.0018866 0.000980831 1 0.02
13.3886 -4.38249 0.000851974 -0.00151578 1 0.02
16.1588 -1.62697 -0.000902607 0.00336826 1 0.02
-14.0341 -2.57606 0.000215854 0.00647057 1 0.02
-15.7367 -5.31822 -0.00149067 0.00298019 1 0.02
-15.685 -3.49557 0.00286948 -0.00394232 1 0.02
-9.19259 -3.45776 0.00423308 0.00140396 1 0.02
-11.3148 0.132562 -0.00351254 -0.00523795 1 0.02
-7.08068 0.131115 -0.000843306 -0.00574381 1 0.02
-3.94813 0.135362 0.004912 0.00237094 1 0.02
-1.34641 -0.75508 -0.00402895 -0.000738912 1 0.02
0.730744 -0.754352 -0.00181253 -0.00150665 1 0.02
