x y vx vy charge mass
17.5 8.5 0 0 0.05 1
-17.5 -9.5 0 0 -0.05 1
-17.5 9.5 0 0 0.05 1
17.5 -9.5 0 0 -0.05 1
17.5 9.5 0 0 0.05 1
-18.5 -0.5 0 0 -0.05 1
-18.5 0.5 0 0 0.05 1
18.5 -0.5 0 0 -0.05 1
18.5 0.5 0 0 0.05 1
-18.5 -1.5 0 0 -0.05 1
-18.5 1.5 0 0 0.05 1
18.5 -1.5 0 0 -0.05 1
18.5 1.5 0 0 0.05 1
-18.5 -2.5 0 0 -0.05 1
-18.5 2.5 0 0 0.05 1
18.5 -2.5 0 0 -0.05 1
18.5 2.5 0 0 0.05 1
-18.5 -3.5 0 0 -0.05 1
-18.5 3.5 0 0 0.05 1
18.5 -3.5 0 0 -0.05 1
18.5 3.5 0 0 0.05 1
-18.5 -4.5 0 0 -0.05 1
-18.5 4.5 0 0 0.05 1
18.5 -4.5 0 0 -0.05 1
18.5 4.5 0 0 0.05 1
-18.5 -5.5 0 0 -0.05 1
-18.5 5.5 0 0 0.05 1
18.5 -5.5 0 0 -0.05 1
18.5 5.5 0 0 0.05 1
-18.5 -6.5 0 0 -0.05 1
-18.5 6.5 0 0 0.05 1
18.5 -6.5 0 0 -0.05 1
18.5 6.5 0 0 0.05 1
-18.5 -7.5 0 0 -0.05 1
-18.5 7.5 0 0 0.05 1
18.5 -7.5 0 0 -0.05 1
18.5 7.5 0 0 0.05 1
-18.5 -8.5 0 0 -0.05 1
-18.5 8.5 0 0 0.05 1
18.5 -8.5 0 0 -0.05 1
18.5 8.5 0 0 0.05 1
-18.5 -9.5 0 0 -0.05 1
-18.5 9.5 0 0 0.05 1
18.5 -9.5 0 0 -0.05 1
18.5 9.5 0 0 0.05 1
-19.5 -0.5 0 0 -0.05 1
-19.5 0.5 0 0 0.05 1
19.5 -0.5 0 0 -0.05 1
19.5 0.5 0 0 0.05 1
-19.5 -1.5 0 0 -0.05 1
-19.5 1.5 0 0 0.05 1
19.5 -1.5 0 0 -0.05 1
19.5 1.5 0 0 0.05 1
-19.5 -2.5 0 0 -0.05 1
-19.5 2.5 0 0 0.05 1
19.5 -2.5 0 0 -0.05 1
19.5 2.5 0 0 0.05 1
-19.5 -3.5 0 0 -0.05 1
-19.5 3.5 0 0 0.05 1
19.5 -3.5 0 0 -0.05 1
19.5 3.5 0 0 0.05 1
-19.5 -4.5 0 0 -0.05 1
-19.5 4.5 0 0 0.05 1
19.5 -4.5 0 0 -0.05 1
19.5 4.5 0 0 0.05 1
-19.5 -5.5 0 0 -0.05 1
-19.5 5.5 0 0 0.05 1
19.5 -5.5 0 0 -0.05 1
19.5 5.5 0 0 0.05 1
-19.5 -6.5 0 0 -0.05 1
-19.5 6.5 0 0 0.05 1
19.5 -6.5 0 0 -0.05 1
19.5 6.5 0 0 0.05 1
-19.5 -7.5 0 0 -0.05 1
-19.5 7.5 0 0 0.05 1
19.5 -7.5 0 0 -0.05 1
19.5 7.5 0 0 0.05 1
-19.5 -8.5 0 0 -0.05 1
-19.5 8.5 0 0 0.05 1
19.5 -8.5 0 0 -0.05 1
19.5 8.5 0 0 0.05 1
-19.5 -9.5 0 0 -0.05 1
-19.5 9.5 0 0 0.05 1
19.5 -9.5 0 0 -0.05 1
19.5 9.5 0 0 0.05 1
-20.5 -0.5 0 0 -0.05 1
-20.5 0.5 0 0 0.05 1
20.5 -0.5 0 0 -0.05 1
20.5 0.5 0 0 0.05 1
-20.5 -1.5 0 0 -0.05 1
-20.5 1.5 0 0 0.05 1
20.5 -1.5 0 0 -0.05 1
20.5 1.5 0 0 0.05 1
-20.5 -2.5 0 0 -0.05 1
-20.5 2.5 0 0 0.05 1
20.5 -2.5 0 0 -0.05 1
20.5 2.5 0 0 0.05 1
-20.5 -3.5 0 0 -0.05 1
-20.5 3.5 0 0 0.05 1
20.5 -3.5 0 0 -0.05 1
20.5 3.5 0 0 0.05 1
-20.5 -4.5 0 0 -0.05 1
-20.5 4.5 0 0 0.05 1
20.5 -4.5 0 0 -0.05 1
20.5 4.5 0 0 0.05 1
-20.5 -5.5 0 0 -0.05 1
-20.5 5.5 0 0 0.05 1
20.5 -5.5 0 0 -0.05 1
20.5 5.5 0 0 0.05 1
-20.5 -6.5 0 0 -0.05 1
-20.5 6.5 0 0 0.05 1
20.5 -6.5 0 0 -0.05 1
20.5 6.5 0 0 0.05 1
-20.5 -7.5 0 0 -0.05 1
-20.5 7.5 0 0 0.05 1
20.5 -7.5 0 0 -0.05 1
20.5 7.5 0 0 0.05 1
-20.5 -8.5 0 0 -0.05 1
-20.5 8.5 0 0 0.05 1
20.5 -8.5 0 0 -0.05 1
20.5 8.5 0 0 0.05 1
-20.5 -9.5 0 0 -0.05 1
-20.5 9.5 0 0 0.05 1
20.5 -9.5 0 0 -0.05 1
20.5 9.5 0 0 0.05 1
-21.5 -0.5 0 0 -0.05 1
-21.5 0.5 0 0 0.05 1
21.5 -0.5 0 0 -0.05 1
21.5 0.5 0 0 0.05 1
-21.5 -1.5 0 0 -0.05 1
-21.5 1.5 0 0 0.05 1
21.5 -1.5 0 0 -0.05 1
21.5 1.5 0 0 0.05 1
-21.5 -2.5 0 0 -0.05 1
-21.5 2.5 0 0 0.05 1
21.5 -2.5 0 0 -0.05 1
21.5 2.5 0 0 0.05 1
-21.5 -3.5 0 0 -0.05 1
-21.5 3.5 0 0 0.05 1
21.5 -3.5 0 0 -0.05 1
21.5 3.5 0 0 0.05 1
-21.5 -4.5 0 0 -0.05 1
-21.5 4.5 0 0 0.05 1
21.5 -4.5 0 0 -0.05 1
21.5 4.5 0 0 0.05 1
-21.5 -5.5 0 0 -0.05 1
-21.5 5.5 0 0 0.05 1
21.5 -5.5 0 0 -0.05 1
21.5 5.5 0 0 0.05 1
-21.5 -6.5 0 0 -0.05 1
-21.5 6.5 0 0 0.05 1
21.5 -6.5 0 0 -0.05 1
21.5 6.5 0 0 0.05 1
-21.5 -7.5 0 0 -0.05 1
-21.5 7.5 0 0 0.05 1
21.5 -7.5 0 0 -0.05 1
21.5 7.5 0 0 0.05 1
-21.5 -8.5 0 0 -0.05 1
-21.5 8.5 0 0 0.05 1
21.5 -8.5 0 0 -0.05 1
21.5 8.5 0 0 0.05 1
-21.5 -9.5 0 0 -0.05 1
-21.5 9.5 0 0 0.05 1
21.5 -9.5 0 0 -0.05 1
21.5 9.5 0 0 0.05 1
-22.5 -0.5 0 0 -0.05 1
-22.5 0.5 0 0 0.05 1
22.5 -0.5 0 0 -0.05 1
22.5 0.5 0 0 0.05 1
-22.5 -1.5 0 0 -0.05 1
-22.5 1.5 0 0 0.05 1
22.5 -1.5 0 0 -0.05 1
22.5 1.5 0 0 0.05 1
-22.5 -2.5 0 0 -0.05 1
-22.5 2.5 0 0 0.05 1
22.5 -2.5 0 0 -0.05 1
22.5 2.5 0 0 0.05 1
-22.5 -3.5 0 0 -0.05 1
-22.5 3.5 0 0 0.05 1
22.5 -3.5 0 0 -0.05 1
22.5 3.5 0 0 0.05 1
-22.5 -4.5 0 0 -0.05 1
-22.5 4.5 0 0 0.05 1
22.5 -4.5 0 0 -0.05 1
22.5 4.5 0 0 0.05 1
-22.5 -5.5 0 0 -0.05 1
-22.5 5.5 0 0 0.05 1
22.5 -5.5 0 0 -0.05 1
22.5 5.5 0 0 0.05 1
-22.5 -6.5 0 0 -0.05 1
-22.5 6.5 0 0 0.05 1
22.5 -6.5 0 0 -0.05 1
22.5 6.5 0 0 0.05 1
-22.5 -7.5 0 0 -0.05 1
-22.5 7.5 0 0 0.05 1
22.5 -7.5 0 0 -0.05 1
22.5 7.5 0 0 0.05 1
-22.5 -8.5 0 0 -0.05 1
-22.5 8.5 0 0 0.05 1
22.5 -8.5 0 0 -0.05 1
22.5 8.5 0 0 0.05 1
-22.5 -9.5 0 0 -0.05 1
-22.5 9.5 0 0 0.05 1
22.5 -9.5 0 0 -0.05 1
22.5 9.5 0 0 0.05 1
-23.5 -0.5 0 0 -0.05 1
-23.5 0.5 0 0 0.05 1
23.5 -0.5 0 0 -0.05 1
23.5 0.5 0 0 0.05 1
-23.5 -1.5 0 0 -0.05 1
-23.5 1.5 0 0 0.05 1
23.5 -1.5 0 0 -0.05 1
23.5 1.5 0 0 0.05 1
-23.5 -2.5 0 0 -0.05 1
-23.5 2.5 0 0 0.05 1
23.5 -2.5 0 0 -0.05 1
23.5 2.5 0 0 0.05 1
-23.5 -3.5 0 0 -0.05 1
-23.5 3.5 0 0 0.05 1
23.5 -3.5 0 0 -0.05 1
23.5 3.5 0 0 0.05 1
-23.5 -4.5 0 0 -0.05 1
-23.5 4.5 0 0 0.05 1
23.5 -4.5 0 0 -0.05 1
23.5 4.5 0 0 0.05 1
-23.5 -5.5 0 0 -0.05 1
-23.5 5.5 0 0 0.05 1
23.5 -5.5 0 0 -0.05 1
23.5 5.5 0 0 0.05 1
-23.5 -6.5 0 0 -0.05 1
-23.5 6.5 0 0 0.05 1
23.5 -6.5 0 0 -0.05 1
23.5 6.5 0 0 0.05 1
-23.5 -7.5 0 0 -0.05 1
-23.5 7.5 0 0 0.05 1
23.5 -7.5 0 0 -0.05 1
23.5 7.5 0 0 0.05 1
-23.5 -8.5 0 0 -0.05 1
-23.5 8.5 0 0 0.05 1
23.5 -8.5 0 0 -0.05 1
23.5 8.5 0 0 0.05 1
-23.5 -9.5 0 0 -0.05 1
-23.5 9.5 0 0 0.05 1
23.5 -9.5 0 0 -0.05 1
23.5 9.5 0 0 0.05 1
-24.5 -0.5 0 0 -0.05 1
-24.5 0.5 0 0 0.05 1
24.5 -0.5 0 0 -0.05 1
24.5 0.5 0 0 0.05 1
-24.5 -1.5 0 0 -0.05 1
-24.5 1.5 0 0 0.05 1
24.5 -1.5 0 0 -0.05 1
24.5 1.5 0 0 0.05 1
-24.5 -2.5 0 0 -0.05 1
-24.5 2.5 0 0 0.05 1
24.5 -2.5 0 0 -0.05 1
24.5 2.5 0 0 0.05 1
-24.5 -3.5 0 0 -0.05 1
-24.5 3.5 0 0 0.05 1
24.5 -3.5 0 0 -0.05 1
24.5 3.5 0 0 0.05 1
-24.5 -4.5 0 0 -0.05 1
-24.5 4.5 0 0 0.05 1
24.5 -4.5 0 0 -0.05 1
24.5 4.5 0 0 0.05 1
-24.5 -5.5 0 0 -0.05 1
-24.5 5.5 0 0 0.05 1
24.5 -5.5 0 0 -0.05 1
24.5 5.5 0 0 0.05 1
-24.5 -6.5 0 0 -0.05 1
-24.5 6.5 0 0 0.05 1
24.5 -6.5 0 0 -0.05 1
24.5 6.5 0 0 0.05 1
-24.5 -7.5 0 0 -0.05 1
-24.5 7.5 0 0 0.05 1
24.5 -7.5 0 0 -0.05 1
24.5 7.5 0 0 0.05 1
-24.5 -8.5 0 0 -0.05 1
-24.5 8.5 0 0 0.05 1
24.5 -8.5 0 0 -0.05 1
24.5 8.5 0 0 0.05 1
-24.5 -9.5 0 0 -0.05 1
-24.5 9.5 0 0 0.05 1
24.5 -9.5 0 0 -0.05 1
24.5 9.5 0 0 0.05 1
-25.5 -0.5 0 0 -0.05 1
-25.5 0.5 0 0 0.05 1
25.5 -0.5 0 0 -0.05 1
25.5 0.5 0 0 0.05 1
-25.5 -1.5 0 0 -0.05 1
-25.5 1.5 0 0 0.05 1
25.5 -1.5 0 0 -0.05 1
25.5 1.5 0 0 0.05 1
-25.5 -2.5 0 0 -0.05 1
-25.5 2.5 0 0 0.05 1
25.5 -2.5 0 0 -0.05 1
25.5 2.5 0 0 0.05 1
-25.5 -3.5 0 0 -0.05 1
-25.5 3.5 0 0 0.05 1
25.5 -3.5 0 0 -0.05 1
25.5 3.5 0 0 0.05 1
-25.5 -4.5 0 0 -0.05 1
-25.5 4.5 0 0 0.05 1
25.5 -4.5 0 0 -0.05 1
25.5 4.5 0 0 0.05 1
-25.5 -5.5 0 0 -0.05 1
-25.5 5.5 0 0 0.05 1
25.5 -5.5 0 0 -0.05 1
25.5 5.5 0 0 0.05 1
